state,period,facility,stage,setting,orders_signed,orders_completed,avg_days_to_completion,median_days_to_completion,pct_within_deadline,pct_within_alt2,pct_within_alt3,report,source_url,source_sha,pdf_page,table_ref
WA,2019-01,TOTAL,restoration,inpatient,132.0,135.0,48.9,40.0,24.0,24.0,25.0,Trueblood-Report-2020-02.pdf,(local) Trueblood-Report-2020-02.pdf,2a357dc93979,18,Table 10
WA,2019-02,TOTAL,restoration,inpatient,139.0,130.0,44.5,37.5,23.0,25.0,25.0,Trueblood-Report-2020-02.pdf,(local) Trueblood-Report-2020-02.pdf,2a357dc93979,18,Table 10
WA,2019-03,TOTAL,restoration,inpatient,143.0,166.0,36.5,30.5,20.0,21.0,22.0,Trueblood-Report-2020-02.pdf,(local) Trueblood-Report-2020-02.pdf,2a357dc93979,18,Table 10
WA,2019-04,TOTAL,restoration,inpatient,161.0,124.0,33.9,35.0,29.0,28.0,31.0,Trueblood-Report-2020-02.pdf,(local) Trueblood-Report-2020-02.pdf,2a357dc93979,18,Table 10
WA,2019-05,TOTAL,restoration,inpatient,140.0,140.0,39.5,42.0,19.0,19.0,20.0,Trueblood-Report-2020-06.pdf,(local) Trueblood-Report-2020-06.pdf,99295309355d,20,Table 10
WA,2019-06,TOTAL,restoration,inpatient,139.0,159.0,43.8,49.0,18.0,19.0,20.0,Trueblood-Report-2020-07.pdf,(local) Trueblood-Report-2020-07.pdf,7f9e598ef9df,20,Table 10
WA,2019-07,TOTAL,restoration,inpatient,121.0,142.0,37.7,42.0,23.0,23.0,25.0,Trueblood-Report-2020-07.pdf,(local) Trueblood-Report-2020-07.pdf,7f9e598ef9df,20,Table 10
WA,2019-08,TOTAL,restoration,inpatient,143.0,126.0,39.5,45.0,26.0,27.0,28.0,Trueblood-Report-2020-07.pdf,(local) Trueblood-Report-2020-07.pdf,7f9e598ef9df,20,Table 10
WA,2019-09,TOTAL,restoration,inpatient,117.0,134.0,42.7,45.0,22.0,23.0,23.0,Trueblood-Report-2020-10.pdf,(local) Trueblood-Report-2020-10.pdf,2bedf0f4cfff,23,Table 10
WA,2019-10,TOTAL,restoration,inpatient,171.0,175.0,34.6,41.0,26.0,28.0,29.0,Trueblood-Report-2020-11.pdf,(local) Trueblood-Report-2020-11.pdf,595ab0efa441,23,Table 10
WA,2019-11,TOTAL,restoration,inpatient,137.0,127.0,29.5,30.0,26.0,27.0,28.0,Trueblood-Report-2020-12.pdf,(local) Trueblood-Report-2020-12.pdf,197278ce3fbf,22,Table 10
WA,2019-12,TOTAL,restoration,inpatient,153.0,143.0,30.4,34.0,28.0,29.0,30.0,Trueblood-Report-2021-01.pdf,(local) Trueblood-Report-2021-01.pdf,ee5f4e460f7b,22,Table 10
WA,2020-01,TOTAL,restoration,inpatient,127.0,136.0,40.1,41.0,9.0,10.0,10.0,Trueblood-Report-2021-01.pdf,(local) Trueblood-Report-2021-01.pdf,ee5f4e460f7b,22,Table 10
WA,2020-02,TOTAL,restoration,inpatient,101.0,110.0,40.3,37.0,10.0,11.0,11.0,Trueblood-Report-2021-03.pdf,(local) Trueblood-Report-2021-03.pdf,6b2aa713e0fb,21,Table 10
WA,2020-03,TOTAL,restoration,inpatient,102.0,111.0,32.8,28.0,8.0,9.0,10.0,Trueblood-Report-2021-04.pdf,(local) Trueblood-Report-2021-04.pdf,4b588bfa8cf2,21,Table 10
WA,2020-04,TOTAL,restoration,inpatient,81.0,76.0,43.6,39.0,11.0,12.0,12.0,Trueblood-Report-2021-05.pdf,(local) Trueblood-Report-2021-05.pdf,0cb3da8cda63,21,Table 10
WA,2020-05,TOTAL,restoration,inpatient,58.0,64.0,56.5,43.0,0.0,0.0,0.0,Trueblood-Report-2021-06.pdf,(local) Trueblood-Report-2021-06.pdf,aecc13a6d1dc,21,Table 10
WA,2020-06,TOTAL,restoration,inpatient,72.0,75.0,70.4,69.0,4.0,4.0,4.0,Trueblood-Report-2021-07.pdf,(local) Trueblood-Report-2021-07.pdf,5d748b19d1a9,21,Table 10
WA,2020-07,TOTAL,restoration,inpatient,105.0,82.0,39.0,32.0,5.0,5.0,11.0,Trueblood-Report-2021-08.pdf,(local) Trueblood-Report-2021-08.pdf,8c4284e1d388,21,Table 10
WA,2020-08,TOTAL,restoration,inpatient,115.0,111.0,61.5,38.0,6.0,6.0,6.0,Trueblood-Report-2021-09.pdf,(local) Trueblood-Report-2021-09.pdf,19b1ac35a2cc,21,Table 10
WA,2020-09,TOTAL,restoration,inpatient,125.0,128.0,46.9,36.5,7.0,7.0,8.0,Trueblood-Report-2021-10.pdf,(local) Trueblood-Report-2021-10.pdf,97de982233a3,21,Table 10
WA,2020-10,TOTAL,restoration,inpatient,164.0,111.0,38.7,31.0,12.0,12.0,13.0,Trueblood-Report-2021-11.pdf,(local) Trueblood-Report-2021-11.pdf,a4ddd236f8ce,21,Table 10
WA,2020-11,TOTAL,restoration,inpatient,111.0,118.0,39.0,29.0,14.0,12.0,14.0,Trueblood-Report-2021-12.pdf,(local) Trueblood-Report-2021-12.pdf,84321c2e419d,21,Table 10
WA,2020-12,TOTAL,restoration,inpatient,117.0,132.0,46.8,43.0,9.0,10.0,10.0,Trueblood-Report-2022-01.pdf,(local) Trueblood-Report-2022-01.pdf,80a1c9a9027a,21,Table 10
WA,2021-01,TOTAL,restoration,inpatient,108.0,110.0,55.8,54.0,8.0,8.0,9.0,Trueblood-Report-2022-02.pdf,(local) Trueblood-Report-2022-02.pdf,7e0983577785,23,Table 10
WA,2021-02,TOTAL,restoration,inpatient,131.0,126.0,49.1,37.0,14.0,14.0,14.0,Trueblood-Report-2022-03.pdf,(local) Trueblood-Report-2022-03.pdf,758295511742,23,Table 10
WA,2021-03,TOTAL,restoration,inpatient,121.0,176.0,48.9,43.0,9.0,10.0,10.0,Trueblood-Report-2022-04.pdf,(local) Trueblood-Report-2022-04.pdf,86a0c06b80b5,23,Table 10
WA,2021-04,TOTAL,restoration,inpatient,135.0,156.0,34.8,38.0,12.0,13.0,13.0,Trueblood-Report-2022-05.pdf,(local) Trueblood-Report-2022-05.pdf,6fa242a431c7,23,Table 10
WA,2021-05,TOTAL,restoration,inpatient,115.0,111.0,27.5,28.0,14.0,14.0,16.0,Trueblood-Report-2022-06.pdf,(local) Trueblood-Report-2022-06.pdf,fac7ad731caf,23,Table 10
WA,2021-06,TOTAL,restoration,inpatient,109.0,124.0,34.0,33.5,2.0,5.0,6.0,Trueblood-Report-2022-07.pdf,(local) Trueblood-Report-2022-07.pdf,1ed794b880ce,23,Table 10
WA,2021-07,TOTAL,restoration,inpatient,152.0,106.0,36.1,37.5,6.0,6.0,6.0,Trueblood-Report-2022-08.pdf,(local) Trueblood-Report-2022-08.pdf,76874be56410,23,Table 10
WA,2021-08,TOTAL,restoration,inpatient,155.0,107.0,33.3,30.0,7.0,7.0,8.0,Trueblood-Report-2022-09.pdf,(local) Trueblood-Report-2022-09.pdf,74671e617b2c,23,Table 10
WA,2021-09,TOTAL,restoration,inpatient,184.0,98.0,38.9,42.0,12.0,13.0,14.0,Trueblood-Report-2022-10.pdf,(local) Trueblood-Report-2022-10.pdf,625cf77b4b24,23,Table 10
WA,2021-10,TOTAL,restoration,inpatient,186.0,182.0,48.3,56.0,5.0,6.0,7.0,Trueblood-Report-2022-11.pdf,(local) Trueblood-Report-2022-11.pdf,e8b82f16473a,23,Table 10
WA,2021-11,TOTAL,restoration,inpatient,169.0,167.0,49.0,55.0,10.0,11.0,11.0,Trueblood-Report-2022-11.pdf,(local) Trueblood-Report-2022-11.pdf,e8b82f16473a,23,Table 10
WA,2021-12,TOTAL,restoration,inpatient,190.0,207.0,50.9,61.0,7.0,7.0,8.0,Trueblood-Report-2023-01.pdf,(local) Trueblood-Report-2023-01.pdf,3a0d5b251edc,23,Table 10
WA,2022-01,TOTAL,restoration,inpatient,170.0,119.0,48.2,50.0,5.0,8.0,9.0,Trueblood-Report-2023-02.pdf,(local) Trueblood-Report-2023-02.pdf,7009c637f545,23,Table 10
WA,2022-02,TOTAL,restoration,inpatient,187.0,159.0,55.4,64.0,6.0,6.0,7.0,Trueblood-Report-2023-02.pdf,(local) Trueblood-Report-2023-02.pdf,7009c637f545,23,Table 10
WA,2022-03,TOTAL,restoration,inpatient,171.0,199.0,61.1,68.0,6.0,6.0,7.0,Trueblood-Report-2023-04.pdf,(local) Trueblood-Report-2023-04.pdf,1a09abe029a9,23,Table 10
WA,2022-04,TOTAL,restoration,inpatient,196.0,131.0,57.9,57.0,3.0,2.0,3.0,Trueblood-Report-2023-05.pdf,(local) Trueblood-Report-2023-05.pdf,485d112f4341,23,Table 10
WA,2022-05,TOTAL,restoration,inpatient,185.0,112.0,53.9,50.5,7.0,8.0,8.0,Trueblood-Report-2023-06.pdf,(local) Trueblood-Report-2023-06.pdf,69cb8ee59778,24,Table 10
WA,2022-06,TOTAL,restoration,inpatient,181.0,131.0,65.1,69.0,11.0,11.0,11.0,Trueblood-Report-2023-07.pdf,(local) Trueblood-Report-2023-07.pdf,d9268a6683f3,24,Table 10
WA,2022-07,TOTAL,restoration,inpatient,145.0,157.0,77.1,75.0,3.0,3.0,3.0,Trueblood-Report-2023-08.pdf,(local) Trueblood-Report-2023-08.pdf,db59247b803f,24,Table 10
WA,2022-08,TOTAL,restoration,inpatient,205.0,141.0,69.1,63.0,6.0,7.0,8.0,Trueblood-Report-2023-09.pdf,(local) Trueblood-Report-2023-09.pdf,f8377cdfa1b9,24,Table 10
WA,2022-09,TOTAL,restoration,inpatient,166.0,134.0,72.0,55.5,5.0,7.0,7.0,Trueblood-Report-2023-10.pdf,(local) Trueblood-Report-2023-10.pdf,f047e00db7ce,24,Table 10
WA,2022-10,TOTAL,restoration,inpatient,140.0,173.0,81.2,61.0,4.0,4.0,5.0,Trueblood-Report-2023-11.pdf,(local) Trueblood-Report-2023-11.pdf,15755243894b,24,Table 10
WA,2022-11,TOTAL,restoration,inpatient,130.0,127.0,94.4,78.0,5.0,5.0,6.0,Trueblood-Report-2023-12.pdf,(local) Trueblood-Report-2023-12.pdf,5bbaa732398b,24,Table 10
WA,2022-12,TOTAL,restoration,inpatient,159.0,164.0,94.8,86.0,1.0,2.0,5.0,Trueblood-Report-2024-01.pdf,(local) Trueblood-Report-2024-01.pdf,8133c8ee7330,24,Table 10
WA,2023-01,TOTAL,restoration,inpatient,120.0,133.0,103.4,73.0,3.0,3.0,4.0,Trueblood-Report-2024-02.pdf,(local) Trueblood-Report-2024-02.pdf,fd865b0cb050,24,Table 10
WA,2023-02,TOTAL,restoration,inpatient,138.0,174.0,126.4,87.0,5.0,6.0,9.0,Trueblood-Report-2024-03.pdf,(local) Trueblood-Report-2024-03.pdf,549e58928e44,24,Table 10
WA,2023-03,TOTAL,restoration,inpatient,162.0,195.0,114.4,97.0,6.0,6.0,6.0,Trueblood-Report-2024-04.pdf,(local) Trueblood-Report-2024-04.pdf,5636183a032d,24,Table 10
WA,2023-04,TOTAL,restoration,inpatient,137.0,168.0,126.9,90.0,5.0,5.0,6.0,Trueblood-Report-2024-05.pdf,(local) Trueblood-Report-2024-05.pdf,ca3168328dcc,24,Table 10
WA,2023-05,TOTAL,restoration,inpatient,144.0,275.0,120.6,82.0,6.0,6.0,7.0,Trueblood-Report-2024-05.pdf,(local) Trueblood-Report-2024-05.pdf,ca3168328dcc,24,Table 10
WA,2023-06,TOTAL,restoration,inpatient,150.0,174.0,77.5,69.5,6.0,6.0,7.0,Trueblood-Report-2024-05.pdf,(local) Trueblood-Report-2024-05.pdf,ca3168328dcc,24,Table 10
WA,2023-07,TOTAL,restoration,inpatient,144.0,165.0,71.4,57.0,5.0,6.0,10.0,Trueblood-Report-2024-08.pdf,(local) Trueblood-Report-2024-08.pdf,14009159338a,24,Table 10
WA,2023-08,TOTAL,restoration,inpatient,185.0,221.0,58.7,56.0,5.0,6.0,7.0,Trueblood-Report-2024-09.pdf,(local) Trueblood-Report-2024-09.pdf,3bfc640f8b9d,24,Table 10
WA,2023-09,TOTAL,restoration,inpatient,142.0,179.0,47.6,54.0,7.0,7.0,8.0,Trueblood-Report-2024-10.pdf,(local) Trueblood-Report-2024-10.pdf,46d3b90ae09f,25,Table 10
WA,2023-10,TOTAL,restoration,inpatient,143.0,208.0,37.5,34.0,6.0,6.0,6.0,Trueblood-Report-2024-11.pdf,(local) Trueblood-Report-2024-11.pdf,53aaf66ede40,25,Table 11
WA,2023-11,TOTAL,restoration,inpatient,150.0,152.0,30.0,31.0,7.0,7.0,9.0,Trueblood-Report-2024-12.pdf,(local) Trueblood-Report-2024-12.pdf,faf2ed19cc54,35,Table 11
WA,2023-12,TOTAL,restoration,inpatient,155.0,136.0,27.1,29.0,4.0,8.0,10.0,Trueblood-Report-2025-01.pdf,(local) Trueblood-Report-2025-01.pdf,901f55094ef0,35,Table 11
WA,2024-01,TOTAL,restoration,inpatient,135.0,215.0,25.2,22.0,13.0,14.0,14.0,Trueblood-Report-2025-02.pdf,(local) Trueblood-Report-2025-02.pdf,265ae906e2cb,35,Table 11
WA,2024-02,TOTAL,restoration,inpatient,172.0,178.0,15.8,12.0,25.0,28.0,28.0,Trueblood-Report-2025-03.pdf,(local) Trueblood-Report-2025-03.pdf,07ce04aa2201,35,Table 11
WA,2024-03,TOTAL,restoration,inpatient,126.0,161.0,10.6,10.0,30.0,36.0,37.0,Trueblood-Report-2025-04.pdf,(local) Trueblood-Report-2025-04.pdf,ccf190df18c8,35,Table 11
WA,2024-04,TOTAL,restoration,inpatient,166.0,164.0,5.5,6.0,87.0,91.0,96.0,Trueblood-Report-2025-05.pdf,(local) Trueblood-Report-2025-05.pdf,3476aedc530f,35,Table 11
WA,2024-05,TOTAL,restoration,inpatient,203.0,190.0,5.5,6.0,86.0,89.0,93.0,Trueblood-Report-2025-06.pdf,(local) Trueblood-Report-2025-06.pdf,eb0f8715a502,35,Table 11
WA,2024-06,TOTAL,restoration,inpatient,130.0,141.0,6.6,6.0,76.0,79.0,87.0,Trueblood-Report-2025-07.pdf,(local) Trueblood-Report-2025-07.pdf,3593428da632,35,Table 11
WA,2024-07,TOTAL,restoration,inpatient,199.0,188.0,5.5,6.0,89.0,93.0,95.0,Trueblood-Report-2025-08.pdf,(local) Trueblood-Report-2025-08.pdf,4e61c15429a2,36,Table 11
WA,2024-08,TOTAL,restoration,inpatient,201.0,211.0,6.0,6.0,89.0,96.0,98.0,Trueblood-Report-2025-09.pdf,(local) Trueblood-Report-2025-09.pdf,b967b422d8e7,37,Table 11
WA,2024-09,TOTAL,restoration,inpatient,165.0,155.0,6.3,6.0,91.0,95.0,97.0,Trueblood-Report-2025-10.pdf,(local) Trueblood-Report-2025-10.pdf,576a95fe6dda,37,Table 11
WA,2024-10,TOTAL,restoration,inpatient,166.0,173.0,6.0,6.0,91.0,94.0,95.0,Trueblood-Report-2025-11.pdf,(local) Trueblood-Report-2025-11.pdf,c4932d189f27,37,Table 11
WA,2024-11,TOTAL,restoration,inpatient,139.0,154.0,6.8,6.0,77.0,90.0,90.0,Trueblood-Report-2025-12.pdf,(local) Trueblood-Report-2025-12.pdf,c2cca9e44936,37,Table 11
WA,2024-12,TOTAL,restoration,inpatient,177.0,175.0,6.3,6.0,86.0,91.0,94.0,Trueblood-Report-2025-12.pdf,(local) Trueblood-Report-2025-12.pdf,c2cca9e44936,37,Table 11
WA,2025-01,TOTAL,restoration,inpatient,197.0,187.0,6.3,6.0,88.0,93.0,95.0,Trueblood-Report-2026-02.pdf,(local) Trueblood-Report-2026-02.pdf,62cb0b228080,37,Table 11
WA,2025-02,TOTAL,restoration,inpatient,144.0,143.0,5.9,6.0,88.0,92.0,97.0,Trueblood-Report-2026-03.pdf,(local) Trueblood-Report-2026-03.pdf,f84492e7b4b1,38,Table 11
WA,2025-03,TOTAL,restoration,inpatient,187.0,192.0,5.4,5.0,95.0,97.0,98.0,Trueblood-Report-2026-04.pdf,(local) Trueblood-Report-2026-04.pdf,bb022575e7bf,38,Table 11
WA,2025-04,TOTAL,restoration,inpatient,190.0,197.0,4.3,5.0,97.0,97.0,100.0,Trueblood-Report-2026-05.pdf,(local) Trueblood-Report-2026-05.pdf,8494818a4829,37,Table 11
WA,2025-05,TOTAL,restoration,inpatient,178.0,177.0,4.9,5.0,93.0,94.0,97.0,Trueblood-Report-2026-06.pdf,(local) Trueblood-Report-2026-06.pdf,1f7fce53996c,37,Table 11
WA,2025-06,TOTAL,restoration,inpatient,175.0,172.0,4.8,5.0,90.0,94.0,99.0,Trueblood-Report-2026-06.pdf,(local) Trueblood-Report-2026-06.pdf,1f7fce53996c,37,Table 11
WA,2025-07,TOTAL,restoration,inpatient,213.0,196.0,4.8,5.0,92.0,94.0,97.0,Trueblood-Report-2026-06.pdf,(local) Trueblood-Report-2026-06.pdf,1f7fce53996c,37,Table 11
WA,2025-08,TOTAL,restoration,inpatient,162.0,182.0,5.4,5.0,93.0,95.0,98.0,Trueblood-Report-2026-06.pdf,(local) Trueblood-Report-2026-06.pdf,1f7fce53996c,37,Table 11
WA,2025-09,TOTAL,restoration,inpatient,185.0,177.0,4.6,5.0,94.0,95.0,100.0,Trueblood-Report-2026-06.pdf,(local) Trueblood-Report-2026-06.pdf,1f7fce53996c,37,Table 11
WA,2025-10,TOTAL,restoration,inpatient,187.0,187.0,4.4,4.0,97.0,98.0,99.0,Trueblood-Report-2026-06.pdf,(local) Trueblood-Report-2026-06.pdf,1f7fce53996c,37,Table 11
WA,2025-11,TOTAL,restoration,inpatient,157.0,158.0,5.2,5.5,98.0,99.0,100.0,Trueblood-Report-2026-06.pdf,(local) Trueblood-Report-2026-06.pdf,1f7fce53996c,37,Table 11
WA,2025-12,TOTAL,restoration,inpatient,181.0,174.0,5.1,5.0,91.0,95.0,98.0,Trueblood-Report-2026-06.pdf,(local) Trueblood-Report-2026-06.pdf,1f7fce53996c,37,Table 11
WA,2026-01,TOTAL,restoration,inpatient,157.0,160.0,5.5,5.0,90.0,94.0,96.0,Trueblood-Report-2026-06.pdf,(local) Trueblood-Report-2026-06.pdf,1f7fce53996c,37,Table 11
WA,2026-02,TOTAL,restoration,inpatient,160.0,165.0,5.5,5.0,93.0,94.0,97.0,Trueblood-Report-2026-06.pdf,(local) Trueblood-Report-2026-06.pdf,1f7fce53996c,37,Table 11
WA,2026-03,TOTAL,restoration,inpatient,180.0,181.0,5.0,5.0,91.0,93.0,98.0,Trueblood-Report-2026-06.pdf,(local) Trueblood-Report-2026-06.pdf,1f7fce53996c,37,Table 11
WA,2026-04,TOTAL,restoration,inpatient,154.0,155.0,4.3,4.0,93.0,95.0,98.0,Trueblood-Report-2026-06.pdf,(local) Trueblood-Report-2026-06.pdf,1f7fce53996c,37,Table 11
WA,2026-05,TOTAL,restoration,inpatient,147.0,144.0,4.7,5.0,95.0,99.0,100.0,Trueblood-Report-2026-06.pdf,(local) Trueblood-Report-2026-06.pdf,1f7fce53996c,37,Table 11
WA,2018-01,WSH,evaluation,inpatient,16.0,,48.4,60.5,5.0,5.0,5.0,Trueblood-Report-2019-02.pdf,(local) Trueblood-Report-2019-02.pdf,29f42cc9a6bb,8,Table 1b
WA,2018-02,WSH,evaluation,inpatient,6.0,,55.2,62.0,7.0,7.0,7.0,Trueblood-Report-2019-02.pdf,(local) Trueblood-Report-2019-02.pdf,29f42cc9a6bb,8,Table 1b
WA,2018-03,WSH,evaluation,inpatient,12.0,,44.1,61.5,17.0,17.0,17.0,Trueblood-Report-2019-02.pdf,(local) Trueblood-Report-2019-02.pdf,29f42cc9a6bb,8,Table 1b
WA,2018-04,WSH,evaluation,inpatient,10.0,9.0,56.3,62.0,0.0,0.0,0.0,Trueblood-Report-2019-05.pdf,(local) Trueblood-Report-2019-05.pdf,48ba75917cc4,8,Table 1b
WA,2018-05,WSH,evaluation,inpatient,11.0,11.0,41.4,42.0,4.0,4.0,4.0,Trueblood-Report-2019-05.pdf,(local) Trueblood-Report-2019-05.pdf,48ba75917cc4,8,Table 1b
WA,2018-06,WSH,evaluation,inpatient,9.0,9.0,33.7,40.0,5.0,5.0,5.0,Trueblood-Report-2019-07.pdf,(local) Trueblood-Report-2019-07.pdf,a2b6ac7e38ef,8,Table 1b
WA,2018-07,WSH,evaluation,inpatient,14.0,6.0,41.8,42.0,0.0,0.0,0.0,Trueblood-Report-2019-07.pdf,(local) Trueblood-Report-2019-07.pdf,a2b6ac7e38ef,8,Table 1b
WA,2018-08,WSH,evaluation,inpatient,8.0,9.0,46.2,48.0,0.0,0.0,0.0,Trueblood-Report-2019-07.pdf,(local) Trueblood-Report-2019-07.pdf,a2b6ac7e38ef,8,Table 1b
WA,2018-09,WSH,evaluation,inpatient,8.0,11.0,51.5,50.0,0.0,0.0,0.0,Trueblood-Report-2019-10.pdf,(local) Trueblood-Report-2019-10.pdf,68a64fa8c402,9,Table 3
WA,2018-10,WSH,evaluation,inpatient,14.0,13.0,48.0,47.0,0.0,0.0,0.0,Trueblood-Report-2019-11.pdf,(local) Trueblood-Report-2019-11.pdf,6ba93df67949,9,Table 3
WA,2018-11,WSH,evaluation,inpatient,13.0,12.0,37.4,38.0,0.0,0.0,0.0,Trueblood-Report-2019-12.pdf,(local) Trueblood-Report-2019-12.pdf,ff3749aafc99,9,Table 3
WA,2018-12,WSH,evaluation,inpatient,11.0,13.0,36.4,36.0,0.0,0.0,0.0,Trueblood-Report-2020-01.pdf,(local) Trueblood-Report-2020-01.pdf,9eb8848df148,9,Table 3
WA,2019-01,WSH,evaluation,inpatient,16.0,15.0,32.7,39.0,13.0,13.0,13.0,Trueblood-Report-2020-02.pdf,(local) Trueblood-Report-2020-02.pdf,2a357dc93979,10,Table 3
WA,2019-02,WSH,evaluation,inpatient,11.0,12.0,40.7,48.5,8.0,8.0,8.0,Trueblood-Report-2020-02.pdf,(local) Trueblood-Report-2020-02.pdf,2a357dc93979,10,Table 3
WA,2019-03,WSH,evaluation,inpatient,11.0,19.0,27.8,27.0,26.0,26.0,26.0,Trueblood-Report-2020-02.pdf,(local) Trueblood-Report-2020-02.pdf,2a357dc93979,10,Table 3
WA,2019-04,WSH,evaluation,inpatient,11.0,10.0,24.8,20.0,10.0,10.0,10.0,Trueblood-Report-2020-02.pdf,(local) Trueblood-Report-2020-02.pdf,2a357dc93979,10,Table 3
WA,2019-05,WSH,evaluation,inpatient,15.0,5.0,22.8,14.0,20.0,20.0,20.0,Trueblood-Report-2020-06.pdf,(local) Trueblood-Report-2020-06.pdf,99295309355d,12,Table 3
WA,2019-06,WSH,evaluation,inpatient,11.0,12.0,30.6,30.0,8.0,8.0,8.0,Trueblood-Report-2020-07.pdf,(local) Trueblood-Report-2020-07.pdf,7f9e598ef9df,12,Table 3
WA,2019-07,WSH,evaluation,inpatient,4.0,10.0,46.6,49.5,0.0,0.0,0.0,Trueblood-Report-2020-07.pdf,(local) Trueblood-Report-2020-07.pdf,7f9e598ef9df,12,Table 3
WA,2019-08,WSH,evaluation,inpatient,18.0,11.0,47.7,54.0,9.0,9.0,9.0,Trueblood-Report-2020-07.pdf,(local) Trueblood-Report-2020-07.pdf,7f9e598ef9df,12,Table 3
WA,2019-09,WSH,evaluation,inpatient,8.0,13.0,51.9,40.0,15.0,15.0,15.0,Trueblood-Report-2020-10.pdf,(local) Trueblood-Report-2020-10.pdf,2bedf0f4cfff,14,Table 3
WA,2019-10,WSH,evaluation,inpatient,2.0,10.0,51.2,54.5,10.0,10.0,10.0,Trueblood-Report-2020-11.pdf,(local) Trueblood-Report-2020-11.pdf,595ab0efa441,14,Table 3
WA,2019-11,WSH,evaluation,inpatient,7.0,7.0,35.3,46.0,0.0,0.0,0.0,Trueblood-Report-2020-12.pdf,(local) Trueblood-Report-2020-12.pdf,197278ce3fbf,13,Table 3
WA,2019-12,WSH,evaluation,inpatient,2.0,6.0,36.8,30.0,0.0,0.0,0.0,Trueblood-Report-2021-01.pdf,(local) Trueblood-Report-2021-01.pdf,ee5f4e460f7b,13,Table 3
WA,2020-01,WSH,evaluation,inpatient,8.0,3.0,22.7,26.0,0.0,0.0,0.0,Trueblood-Report-2021-02.pdf,(local) Trueblood-Report-2021-02.pdf,b54a5a28745c,12,Table 3
WA,2020-02,WSH,evaluation,inpatient,9.0,6.0,19.8,21.5,0.0,0.0,0.0,Trueblood-Report-2021-03.pdf,(local) Trueblood-Report-2021-03.pdf,6b2aa713e0fb,12,Table 3
WA,2020-03,WSH,evaluation,inpatient,3.0,6.0,42.8,48.5,17.0,17.0,17.0,Trueblood-Report-2021-04.pdf,(local) Trueblood-Report-2021-04.pdf,4b588bfa8cf2,12,Table 3
WA,2020-04,WSH,evaluation,inpatient,4.0,0.0,,,,,,Trueblood-Report-2021-05.pdf,(local) Trueblood-Report-2021-05.pdf,0cb3da8cda63,12,Table 3
WA,2020-05,WSH,evaluation,inpatient,4.0,1.0,0.0,0.0,100.0,100.0,100.0,Trueblood-Report-2021-06.pdf,(local) Trueblood-Report-2021-06.pdf,aecc13a6d1dc,12,Table 3
WA,2020-06,WSH,evaluation,inpatient,10.0,8.0,55.1,18.0,0.0,0.0,0.0,Trueblood-Report-2021-07.pdf,(local) Trueblood-Report-2021-07.pdf,5d748b19d1a9,12,Table 3
WA,2020-07,WSH,evaluation,inpatient,5.0,3.0,44.7,51.0,0.0,0.0,0.0,Trueblood-Report-2021-07.pdf,(local) Trueblood-Report-2021-07.pdf,5d748b19d1a9,12,Table 3
WA,2020-08,WSH,evaluation,inpatient,7.0,11.0,116.0,132.0,0.0,0.0,0.0,Trueblood-Report-2021-09.pdf,(local) Trueblood-Report-2021-09.pdf,19b1ac35a2cc,12,Table 3
WA,2020-09,WSH,evaluation,inpatient,7.0,7.0,62.0,75.0,0.0,0.0,0.0,Trueblood-Report-2021-10.pdf,(local) Trueblood-Report-2021-10.pdf,97de982233a3,12,Table 3
WA,2020-10,WSH,evaluation,inpatient,15.0,13.0,54.8,51.0,0.0,0.0,0.0,Trueblood-Report-2021-11.pdf,(local) Trueblood-Report-2021-11.pdf,a4ddd236f8ce,12,Table 3
WA,2020-11,WSH,evaluation,inpatient,15.0,11.0,29.8,37.0,9.0,9.0,9.0,Trueblood-Report-2021-12.pdf,(local) Trueblood-Report-2021-12.pdf,84321c2e419d,12,Table 3
WA,2020-12,WSH,evaluation,inpatient,17.0,10.0,39.0,47.5,10.0,10.0,10.0,Trueblood-Report-2022-01.pdf,(local) Trueblood-Report-2022-01.pdf,80a1c9a9027a,12,Table 3
WA,2021-01,WSH,evaluation,inpatient,14.0,15.0,63.3,70.0,0.0,0.0,0.0,Trueblood-Report-2022-02.pdf,(local) Trueblood-Report-2022-02.pdf,7e0983577785,13,Table 3
WA,2021-02,WSH,evaluation,inpatient,8.0,16.0,38.0,29.0,6.0,6.0,6.0,Trueblood-Report-2022-03.pdf,(local) Trueblood-Report-2022-03.pdf,758295511742,13,Table 3
WA,2021-03,WSH,evaluation,inpatient,14.0,14.0,63.8,76.0,0.0,0.0,0.0,Trueblood-Report-2022-03.pdf,(local) Trueblood-Report-2022-03.pdf,758295511742,13,Table 3
WA,2021-04,WSH,evaluation,inpatient,12.0,18.0,33.6,36.0,0.0,0.0,0.0,Trueblood-Report-2022-05.pdf,(local) Trueblood-Report-2022-05.pdf,6fa242a431c7,13,Table 3
WA,2021-05,WSH,evaluation,inpatient,9.0,10.0,41.0,38.0,0.0,0.0,0.0,Trueblood-Report-2022-06.pdf,(local) Trueblood-Report-2022-06.pdf,fac7ad731caf,13,Table 3
WA,2021-06,WSH,evaluation,inpatient,19.0,14.0,24.8,30.0,21.0,21.0,21.0,Trueblood-Report-2022-07.pdf,(local) Trueblood-Report-2022-07.pdf,1ed794b880ce,13,Table 3
